Compound	HMDB	Kegg
CPD-13776		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11911</a>
CPD-14135		
CPD-22562		
CPD-18065		
CPD-7206		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19728</a>
CPD-17664		
CPD-9962		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17954</a>
2-PHOSPHOASCORBATE		
Aryl-Carrier-Protein-Group		
CPD-19968		
CPD-22587		
CPD-22270		
CPD-18649		
CPD-312		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03790</a>
CPD-18483		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21180</a>
CPD-14353		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12367</a>
CPD-11867		
CPD-20960		
CPD-24233		
CPD-20209		
CPD0-1263		
CPD-11225		
CPD-13676		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13154</a>
CPD-22194		
CPD-22345		
CPD-9630		
CPD0-938		
CPD-26460		
CPD-23989		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07522</a>
CPD-9806		
CPD-14334		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18196</a>
CPD-17973		
CPD-24191		
CPD-20530		
CPD-9867		
CPD-8292	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB08996</a>	
CPD-15592		
CPD-23957		
CPD-7826		
CPD-26271		
CPD0-1958		
CPD-22316		
CPD-18916		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D05422</a>
CPD-20770		
CPD-26137		
CPD-9091		
CPD-24468		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08095</a>
CARBONYL-SULFIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07331</a>
CPD-10732		
CPD-19548		
CPD-449		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04703</a>
CPD-25983		
CPD-7872	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34380</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08387</a>
CPD-16812		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17960</a>
CPD-24175		
CPD-24173		
CPD-21060		
CPD-16911		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20856</a>
CPD-18226		
CPD-26108		
SINAPOYL-S-MALATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02887</a>
IMIDAZOLE_ACETALDEHYDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03905</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05130</a>
CPD-9668		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21218</a>
CPD0-915		
6-SELENO-OCTANOATE		
CPD-17134		
CPD-3944	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33732</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10516</a>
CPD-19819		
CPD-17998		
CPD0-1296		
CPD-12030		
NITROUS-OXIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35807</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00887</a>
CPD-8708		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11888</a>
CPD-204		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03579</a>
INDOLE-3-GLYOXYLATE		
CPD-7399		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08733</a>
CPD0-2669		
CPD-14640		
CPD66-76		
CPD-13268		
CPD-19398		
CPD-22212		
CPD0-1123		
CPD-9452		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04509</a>
CPD-10245		
CPD-22943		
CPD-14678		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12318</a>
CPD-19513		
CPD-26567		
CPD-17461		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21088</a>
CPD-22048		
CPD-22863		
MALTOHEXAOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12253</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01936</a>
CPD-6402		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19690</a>
CPD-17063		
BERBAMUNINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05177</a>
CPD-23839		
CPD-12775		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21109</a>
CPD-19737		
CPD-7712		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06172</a>
CPD-18394		
CPD-16612		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21562</a>
CPD-805		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06556</a>
CPD-3736		
CPD-15231		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17706</a>
CPD-16636		
CPD-19103		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21409</a>
CPD-15268		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20605</a>
CPD-24542		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14334</a>
CPD0-2600		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D03895</a>
CPD-20529		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06832</a>
CPD-15936		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12366</a>
CPD-14039		
CPD-26674		
C55-PP-GLCNAC-MANNACA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12306</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20497</a>
CPD-19172		
CPD-4941		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11951</a>
CPD-22956		
NITRAPYRIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18751</a>
CPD-8454		
CPD-24228		
CPD-13351		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02160</a>
CPD-18398		
CPD0-1309		
CPD-24670		
CL-	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00492</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00698</a>
CPD-15196	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30777</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12140</a>
CPD-14220		
OCTAPRENYL-DIPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01094</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04146</a>
CPD-13709		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04793</a>
ACTINOMYCIN-D	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15105</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06770</a>
CPD-20219		
CPD-1002	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31817</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>c06576</a>
CPD-293	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03759</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03681</a>
CPD-21384		
CPD-10183	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06492</a>	
CPD0-1627		
1-HYDROXY-2-BETA-D-GLUCOSYLOXY-910-AN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04719</a>
CPDQT-256		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17229</a>
CPD-16664		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16818</a>
CPD-18088		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21423</a>
CPD-10590	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12456</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>c05448</a>
CPD-242	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29657</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13635</a>
CPD-19782		
CPD-25646		
CPD-20172		
CPD-16178		
CPD-19240		
CPD-16002		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20999</a>
CPD-13271		
CPD-13509	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30775</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10073</a>
CPD-8706		
CPD-11268	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02172</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03413</a>
CPD-25164		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20708</a>
CPD-20880		
CPD-3662		
CPD-12598	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62600</a>	
CPD-18564		
CPD-18654		
CPD0-2505		
CPD-15783		
CPD-11228		
CPD-22990		
CPD-25410		
PYRIMIDINE-RING	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03361</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00396</a>
CPD-19890		
CPD-23588		
PROPIONYL-COA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01275</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00100</a>
CPD-22030		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08311</a>
CPD-564		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03539</a>
CPD-10799	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10721</a>	
CPD-9861		
CPD-18399		
D-ALLULOSE-6-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18096</a>
CPD-22525		
LUTEOLIN-7-O-BETA-D-DIGLUCURONIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60297</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12632</a>
CPD-14912		
CPD-24358		
CPD-16866		
B-DARA-PEN-1:4		
CPD-20901		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11177</a>
CPD-15724		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20686</a>
D-GALACTONO-1-4-LACTONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02541</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03383</a>
17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02961</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03917</a>
CPD-18644		
CPD-24486		
CPD-14699		
CPD-18129		
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06211</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04640</a>
MANNOSE-6P		
CPD-7129	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35003</a>	
CPD-14503		
CPD-24815		
SIROHYDROCHLORIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05778</a>
CPD-20283		
CPD-20600		
CPDQT-281	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38403</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08409</a>
CPD-26075		
CPD-22714		
DIHYDROKAEMPFEROL-CMPD	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30847</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00974</a>
CPD-25344		
CPD-14378		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15853</a>
CPD0-1194		
CPD-12452		
CPD-176		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03832</a>
CPD-11437	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14956</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07523</a>
CPD-14076		
CPD-21185		
CPD-19431		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12173</a>
CPD-10145		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00324</a>
CPD-20926		
CPD-21475		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05149</a>
CPD-13473	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60071</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04794</a>
X-DMAN-HEX-1:4		
CPD-48		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03066</a>
CPD-25972		
CPD-8683		
BUTYLAMINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18706</a>
CPD-21962		
CPD-25362		
CPD-19649		
CPD-8066		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08238</a>
CPD-18595		
CPD-13861		
CPD-19221		
CPD-26093		
CPD-12746		
CPD-20033		
CPD-16515		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20805</a>
CPD-782	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01336</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01161</a>
CPD-14849		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12667</a>
CPD-8148		
CPD-18068		
CPD-25283		
CPD-17459		
CPD-25899		
CPD-868		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20321</a>
CPD-20867		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08267</a>
2-2-METHYLTHIOETHYLMALIC-ACID		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17210</a>
CPD-24212		
CPD-21088		
CPD-17862		
CPD-9095		
CPD-9613		
CPD-16166		
CPD-3572	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB61879</a>	
CPD-11790		
CPD-8746		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16142</a>
CPD-16809		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22283</a>
CPD-25878		
3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP		
CPD-374	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00238</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00835</a>
CPD-18712		
CPD-8232	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35816</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17094</a>
CPD-23926		
4-OXOGLUTARAMATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05572</a>
CPD-22962		
CPDQT-50		
CPD-359		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16594</a>
CPD-4204		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16429</a>
CPD-19813		
VITAMIN_D3	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14315</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05443</a>
CPD-18735		
CPD-22515		
CPD-22326		
CPD-7015		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16540</a>
CPD-25079		
CPD-11430		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09663</a>
CPD-23478		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09840</a>
CPD-23656		
CPD-17506		
CPD-25947		
CPD-24325		
CPD-367		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11537</a>
CPD-14244		
GUANIDOACETIC_ACID	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00128</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00581</a>
UDP-L-ARA4-FORMYL-N		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16154</a>
CPD-12681		
CPD-22725		
CPD-17386		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16374</a>
CPD-11751		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19687</a>
4-METHYLRESORCINOL		
CPD-26682		
CPD-17304		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16280</a>
CPD-18832		
CPD-20000		
CPD-23733		
CPD-14452	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30818</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09311</a>
CPD-7121	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35002</a>	
CPD-20761		
CPD-12526		
CPD-23232		
CPD-18640		
CPD-1244		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05737</a>
CPD-20749		
CPD-12503		
CPD-548	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01550</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01031</a>
CPD-24355		
CPD-26350		
B-HEP-1:5		
CPD-9440		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18023</a>
CPD-12413		
CPD-18488		
CPD-13365		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01776</a>
CPD-13802		
CPD-13328		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21459</a>
CPD-14844		
CPD-7825		
CPD-7071		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09756</a>
CPD-20695		
CPD-9814	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11774</a>	
CPD-14296		
CPD-7658	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15516</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07884</a>
CPD-16743		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20531</a>
CPD-20993		
CPD-10185	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33956</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14430</a>
CPD-24396		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18852</a>
CPD-18063		
CPD-18855		
CPD-25988		
CPD-8339	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12381</a>	
CPD-7613		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19151</a>
CPD-24083		
CPD-25660		
CPD0-2482		
CPD-16497	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10733</a>	
CPD-24474		
CPD-17805		
CPD-26051		
CPD1YI0-1		
CPD-7871		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08381</a>
CPD-22896		
CPD-23535		
CPD-13056		
CPD-9045		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11545</a>
CPD-19624	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34166</a>	
CPD-23781		
CPD-25341		
CPD-25586		
CPD-18926	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06772</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05285</a>
CPD-17832		
CPD-24760		
CPD-15304	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12897</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20157</a>
CPD-20361		
CPD0-1230		
CPD0-1312		
CPD-25740		
CPD-12349		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20680</a>
PYRIDOXINE-5P	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01319</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00627</a>
CPD-12306		
D-MANNONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00514</a>
CPD-24069		
CPD-4442		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16449</a>
35-DIBROMO-4-HYDROXY-BENZOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03925</a>
CPD-24449		
CPD-21990		
CPD-7756		
CPD0-1378		
CPD-18276		
CPD-17071		
UNDECAPRENYL-DIPHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04574</a>
CPD-13722		
CPD-21094		
CPD-24981		
CPD-14468	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30202</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20436</a>
CPD-9976		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20223</a>
CPD-20065		
CPD-19476		
CPD-12685		
CPD-24090		
15-DIDEOXY-15-IMINO-D-GALACTITOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D10359</a>
CPD-7284	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00733</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15517</a>
CPD-8849		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19735</a>
BENZYL-ALCOHOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03119</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00556</a>
CPD-199		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04335</a>
CPD-20578		
CPD-17701		
CPD-24219		
CPD-15949		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01339</a>
CPD-21109		
CPD-21813		
CPD-12536		
CPD-17182		
CPD-18451		
CPD-9759		
CPD-1082	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11182</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03091</a>
CPD0-922		
CPD-15531		
CPD-24052		
BETA-KOJIBIOSE		
CPD0-2383		
CPD-8498		
CPD-24853		
CPD-14543	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02249</a>	
CPD-12897	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60421</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16466</a>
CPD-17566		
CPD-20055		
CA+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00464</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00076</a>
CPD2B4Q-27		
CPD-12132		
CPD-23849		
CPD-12514		
CPD-14550		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20370</a>
CPD-18261		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12102</a>
CPD-7173		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07578</a>
CPD-11292		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16715</a>
CPD-26019		
CPD-14911		
METHYLARSONITE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12259</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07295</a>
CPD-18460		
CPD-19621		
VAL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00883</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00183</a>
CPD-25246		
CPD-20863		
CPD-8012		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21854</a>
NI+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02457</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19609</a>
CPD-23470		
W+6	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01989</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00753</a>
CPD-19991		
INDOLE-3-ACETYL-ALA		
CPD-12397		
CPD0-1461		
CPD-18500		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D03302</a>
CPD-10779		
CPD-20980		
CPD-23670		
CPD-16868		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12849</a>
ETHYLACETATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31217</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00849</a>
CPD-1086	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03841</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04454</a>
CPD-24293		
CPD-21357		
DTDP-DEOH-DEOXY-GLUCOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01399</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11907</a>
CPD0-1315		
CPD-16157		
CPD-1821	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31506</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06366</a>
DIACETYLCHITOBIOSE-6-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21152</a>
CPD-16396		
CPD-25540		
CPD-7932		
CPD-26605		
CPD-15452	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34995</a>	
CPD-19007		
CPD-16508		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12323</a>
4-3-PYRIDYL-BUTANOATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01007</a>	
CPD-23277		
CPD-24876		
CPD-25049		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07356</a>
CPD0-1458		
CPD-17051		
2-CARBOXYMUCONATE		
CPD-19075		
CPD-287	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06758</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05469</a>
CPD-21427		
CPD-16576	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00522</a>	
CPD-16957		
CPD-16411		
CPD-22281		
CPD-9291	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04620</a>	
NOREPINEPHRINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00216</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00547</a>
CPD0-1587		
CPD-23616		
CPD-22843		
CPD-8326		
CPD-12749		
6S-6-FLUORO-EPSP		
CPD-8917		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10772</a>
CPD-8959	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31452</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10874</a>
CPD-14139		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21254</a>
CPD-10760	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00830</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06469</a>
CPD66-25	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06768</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05297</a>
CPD-7842		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16306</a>
CPD-14454		
CPD-14119	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03099</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16359</a>
CPD-8069		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12636</a>
CPD-19634		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15455</a>
CPD-8472	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB39540</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17873</a>
CPD-16643		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12378</a>
CPD-20349		
CPD0-1366		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11255</a>
CPD-13570		
CPD-13871		
CPD-6481	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB05809</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10453</a>
CPD-25923		
CPD-9785	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15466</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07592</a>
CPD-16687		
