Compound	HMDB	Kegg
CPD-9384		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01047</a>
FRUCTOSEGLYCINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60278</a>	
CPD-9481		
CPD-11550	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14336</a>	
CPD-17049		
CPD-13841		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11908</a>
CPD-11789		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21126</a>
CPD-25370		
CPD-16004		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16873</a>
CPD-4024		
CPD-1022		
DEACETOXYCEPHALOSPORIN-C		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06565</a>
CPD-19978		
DIHYDRO-DIOH-BENZOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04171</a>
CPD-12739		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19838</a>
CPD-4482		
CPD-25130		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07316</a>
X-DALL-HEX-1:5		
CPD-24156		
CPD-17150		
GALACTITOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00107</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01697</a>
CPD-21145		
CPD-14792		
CPD-18556		
CPD-19376		
CPD3O-4153		
CPD-23626		
CPD-18779		
CPD-22801		
CPD-16912		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12049</a>
CPD-6721	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38902</a>	
CPD-18313		
CPD-19365		
CPD0-1235		
CPD-18173		
CPD-19018		
CPD-20804		
CPD-20318		
KETOPYRUVATE		
CPD-20771		
CPD-9865	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60250</a>	
ETHYL-S-3-HYDROXYHEXANOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03865</a>
CPD-19461		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21655</a>
CPDQT-340		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17217</a>
CPD-15680	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60038</a>	
4-HYDROXYMETHYLPHENYLHYDRAZINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03994</a>
METHYL-ACETATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31523</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17530</a>
CPD-26279		
CPD-18097		
CPD-26087		
CPD-20907		
S-NORCOCLAURINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33103</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06160</a>
CPD-14225		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16742</a>
CPD-14226	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00450</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16741</a>
CPD-3724	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60282</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01368</a>
CPD-12429		
CPD-25161		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D00169</a>
CPD-24135		
CPD-13862	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38206</a>	
VITEXIN-2-O-B-L-RHAMNOSIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12628</a>
CPD-20439		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09128</a>
MAL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00156</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00149</a>
CPD-26632		
CPD-18110		
CPD-24730	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0004239</a>	
L-CYSTEATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02757</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00506</a>
CPD-19622		
CPD-11957		
CPD-13564		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03367</a>
CPD-22968		
CPD-22931		
CPD-22608		
CPD-24097		
2-AMINO-4-OXO-6-123-TRIHYDROXYPROP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12144</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05253</a>
CPD-12729		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19762</a>
CPD-14185		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18002</a>
CPD-17850		
CPD-18388		
MESACONATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00749</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01732</a>
CPD-18446		
OROTATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00226</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00295</a>
CPD-18900		
CPD-23399		
CPD-19238		
CPD-19440		
CPD-6082	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01106</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02229</a>
CPD-19086		
CPD-22783		
CPD-16153		
CPD-12881		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19738</a>
CPD-13030		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19715</a>
CPD-24126		
L-5-METHYLHYDANTOIN		
CPD-8158	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB07973</a>	
CPD-16801	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB39853</a>	
CPD-22335		
CPD-17148		
CPD-25761		
CPD-21736		
CPD-17122		
ADP-GROUP		
CPD-13049		
CPD-11725		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03349</a>
CPD-23867		
CPD-19042		
CPD-12032		
CPD-23480		
CPD-13181	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34702</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19241</a>
CPD-24902		
CPD-14126		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17582</a>
CPD-15828		
CPD-1826		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02691</a>
UBIQUINONE-8		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17569</a>
CPD-15193		
CPD-10353		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00810</a>
CPD-22627		
CPD-11552	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04083</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05645</a>
CPD-19452		
CPD-20035		
CPD-13792	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06528</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16513</a>
CPD-23784		
CPD-12670		
CPD0-1410		
CPD0-2700		
CPD-14506	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34950</a>	
CPD-14359		
CPD-12351		
CPD-22952		
CPD-22917		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07370</a>
CPD-25991		
CPD-19037		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21291</a>
CPD-10861		
CPD2DNV-25		
CPD-20477		
CPD-11377	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34939</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19736</a>
CIS-3-HEXENOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30003</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08492</a>
CPD-7546		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17242</a>
CPD-9015		
CPD-13817		
2-ETHYLHEXAN-1-OL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31231</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02498</a>
CPD-9059		
CPD-11724	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29318</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10483</a>
CPD-24288		
CPD-85	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12134</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15606</a>
2-3-DIHYDROXYPHENYL-PROPIONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04044</a>
THIOCYSTEINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03585</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01962</a>
CPD-14065		
CPD-9133		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11008</a>
CPD0-1376		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14686</a>
CPD-20301		
CPD-8243		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20180</a>
CPD-21429		
CPD-16746		
CPD-25356		
CPD-18981		
CPD-13262		
CPD-19525		
TETRACOSANOATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02003</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08320</a>
CPD-8497		
CPD-23801		
CPD-9889		
CPD0-2182		
CPD-25512		
CPD-6963		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10254</a>
CPD-24668		
CPD-22154		
CPD-19823		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21496</a>
CPD-15715		
CPD-19178		
CPD-18260		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21215</a>
CPD-17870		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06625</a>
CPD-20929		
2-PYRAZOLINE		
CPD-15423		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12458</a>
CPD-7139	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30693</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16312</a>
CPD-3740		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08275</a>
CPD-23586		
CPD-20345		
5-P-BETA-D-RIBOSYL-AMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01128</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03090</a>
CPD-14521		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21123</a>
CPD-20426		
CPD-7013		
CPD-16709	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62436</a>	
CPD1A0-6111		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12434</a>
CPD-113		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15986</a>
L-TYROSINE-METHYL-ESTER-4-SULFATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04201</a>
CPD-17228		
CPD-26194		
QUINALDATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00842</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06325</a>
CPD-25226		
CPD-25434		
CPD-25167		
CPD-9047		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16243</a>
CPD-9524		
CPD-18416	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36600</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09738</a>
BACCATIN-III		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11900</a>
ACETYLMURAMYL-ALANYL-ISOGLUTAMINE		
CPD-11214		
CPD-17043		
CPD-8097	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30819</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09263</a>
CPD-9906		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16144</a>
CPD-15808		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18630</a>
CPD-11553		
CPD-17021		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21147</a>
CPD-19868		
CPD-3685	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62802</a>	
CPD-13086	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04705</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14829</a>
CPD-9298	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34323</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16759</a>
CPD-21945		
CPD-24768		
TYLOSIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34108</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01457</a>
CPD-9835	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30282</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11379</a>
CPD-25580		
CPD-23305		
CPD-20504		
CPD-22685		
CPD-13665	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00814</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04132</a>
CPD-9123		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06566</a>
CPD-23559		
CPD-13759		
CPD0-918		
CPD-18625		
CPD-26131		
CPD-7729		
CPD-16843		
CPD-14765		
CPD-12334		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19879</a>
B-XGAL-HEX-1:5		
CPD-11619	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB05960</a>	
CPD-17619		
CPD-15135	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33437</a>	
CPD-24983		
4-CARBOXYBENZALDEHYDE		
CPD-16838		
CPD-20648		
L-GLUTAMATE-5-P	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01228</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03287</a>
CPD-25002		
CPD-20247		
3-SULFOCATECHOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06336</a>
QUINOLINATE_NUCLEOTIDE		
CPD-22556		
CPD-26676		
S-N-METHYLCOCLAURINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60319</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05176</a>
CPD-13020		
CPD-24709		
CPD-237	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29739</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02693</a>
CPD-17642		
BILIRUBIN-BISGLUCURONOSIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03325</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05787</a>
CPD-25169		
BENZYL-ISOTHIOCYANATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33969</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03098</a>
CPD-87		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04484</a>
CPD-10823		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04559</a>
CPD-24192		
CPD-23339		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05703</a>
CPD-14343		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20366</a>
CPD-15876		
CPD-583	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60495</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01044</a>
CPD-21467		
CPD0-1119		
CPD-24413		
CPD-10900		
CPD-17996		
CPD-21747		
CPD-473	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB13233</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02800</a>
O-DEMETHYLPUROMYCIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02864</a>
CPD-19207		
CPD0-1431		
CPD-17321		
CPD-24980		
CPD-25862		
CPD-24631		
CPD-24437		
CPD-7784		
CPD-18236		
CPD-20955		
CPD-26510		
CPD-12510		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11374</a>
CPD-23258		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11224</a>
CPD-17088		
CPD-12193	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34297</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08365</a>
CPD-11590	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35219</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10305</a>
DITHIO-NITROBENZOATE		
CPD-17706		
CPD-17241		
CPD-25493		
CPD-11451		
CPD-22571		
CPD-16528		
CPD-24696		
CPD-13885		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20194</a>
CPD-25212		
CPD-21885		
CPD-12377		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16844</a>
CPD-26128		
CPD0-2062		
CPD-24705		
CPD-11919		
SB+5		
CPD-7093		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09148</a>
CPD0-1963		
CPD-19022		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19185</a>
CPD-474		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01617</a>
CPD-13335	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60665</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07446</a>
CPD-25608		
CPD-26573		
CPD-18573	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62509</a>	
D-TARTRATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29878</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02107</a>
CPD-24481		
CPD-8399		
CPD-8295	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB09062</a>	
CPD-20147		
CPD-12460		
CPD-9367	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30521</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10526</a>
CPD-18799	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00874</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16868</a>
CPD-178	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03848</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04520</a>
CPD-15549		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11913</a>
CPD-18092		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20491</a>
CARBAMYUL-L-ASPARTATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00828</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00438</a>
CPD0-2433		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13197</a>
CPD-23694		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05011</a>
CPD-21816		
CPD-11916		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11923</a>
CPD-25700		
PHENYLACETATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00209</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07086</a>
CPD-7561		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09538</a>
CPD-11408	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03036</a>	
CPD0-2581		
CPD-13343		
CPD0-2418		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01725</a>
CPD-24662		
CPD-17458		
CPD0-1537		
CPD-17519		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21161</a>
CPD-10094		
HYDROXY-ETC-METHYLPYRIMIDINIUM		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04908</a>
MN+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01333</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19610</a>
CPD-19209		
CPD0-2337		
CPD-18845		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21434</a>
CPD-6886		
CPD-23905		
Alpha-lactose	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00186</a>	
KDO2-LIPID-IVA-COLD		
CPD-20018		
CPD-15008		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20742</a>
CPD-20403		
CPD-13286		
CPD-13279		
CPD-20085		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21685</a>
CPD-22625		
CPD0-1319		
CPD-15297		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08552</a>
CPD-2301		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03458</a>
CPDQT-414		
CPD-18186		
TETRAHYDROTHIOPHENE		
CPD-18629		
CPD-9743	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30741</a>	
CPD-10381		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15745</a>
CPD-23918		
CPD0-1507		
B-DXYL-PEN-1:5		
CPD-22044		
CPD-21431		
CPD-17226		
CPD-642		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05772</a>
CPD-25397		
CPD-13860		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20172</a>
CPD-20729		
Ket0-D-Psicose		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06468</a>
B-PEN-1:5		
CPD-24299		
CPD0-2108	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03949</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05276</a>
DFA-III		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04420</a>
CPD-25911		
CPD-20540		
CPD-13625		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20400</a>
CPD-7628		
CPD-22482		
CPD-7797		
CPD0-2073		
CPD-20998		
CPD-10878		
CPD-19496	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34071</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08425</a>
5-AZAOROTATE		
CPD-15036		
CPD-13380		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11930</a>
BERGAPTOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB13679</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00758</a>
CPD-7652		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20559</a>
CPD-21643		
CPD-12576		
CPD-17892		
CPD-3631	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36629</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10502</a>
CPD-14601	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15159</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20380</a>
CPD0-1394		
CPD-18514		
CPD-15594		
CPD-8468		
CPD-8721		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21425</a>
CPD-16927		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06086</a>
CPD-16159		
CPD-18581	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04085</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16794</a>
CPD-8854		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17757</a>
CPD-26519		
CPD-26594		
CPD-16410		
CPD-12173	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01052</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06000</a>
CPD0-1957		
CPD-25476		
CPD-16857		
Me-CoM		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03920</a>
CPD-685	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34932</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02344</a>
CPD-10368		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15692</a>
CPD-11407	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02728</a>	
CPD-14428		
CPD-16892		
CPD-26130	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0009821</a>	
CPD-25548		
CPD0-1608		
CPD-17793		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18838</a>
CPD-22585		
CPD-15995		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11997</a>
CPD-25596		
2-CH2-GLUTARATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02930</a>
CPD-8902		
CPD-20025		
CPD-21090		
CPD-12133		
CPD-18529		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02130</a>
CPD-23617		
L-FUCULOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60267</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01721</a>
CPD-24840		
CPD-18688		
CPD-7919		
CPD-13762	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04706</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14831</a>
Pi	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00973</a>	
+-5-oxo-1-2-campholide		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02952</a>
N-METHYLHYDANTOIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03646</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02565</a>
CPD-23227		
CPD-26222		
CPD-24068		
CPD-12389		
A-DARA-PEN-1:4		
CPD-4507		
CPD-9162		
CPD-22131		
CPD-21426		
CPD-23552		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01470</a>
DGDP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00960</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00361</a>
CPD-10220		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12210</a>
CPD-16783		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21370</a>
CPD-10091		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07032</a>
CPD-21625		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16195</a>
CPD-10597		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13638</a>
CPD-12615		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15881</a>
CPD-25406		
CPD-16447		
CPD-15303		
CPD-17028		
CPD-17012		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21569</a>
ALPHA-ANDROSTAN-3BETA17BETA-DIOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00493</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12525</a>
CPD-15941		
CPD-26199		
246-TRINITROBENZENE		
CPD-18445		
CPD-9858		
CPD-11654		
CPD-24002		
CPD-26079		
CPD-13137		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01895</a>
CPD-10169		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20504</a>
CPD-25484		
CYCASIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38850</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01418</a>
CPD-26517		
CPD-20982		
CPD-7678		
CPD-9149		
CPD-21295		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08499</a>
CPD-23874		
CPD66-69		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18176</a>
CPD-19279		
CPD-26260		
