Compound	HMDB	Kegg
CPD-19007		
CPD-9635	<a href='http://www.hmdb.ca/metabolites/HMDB30463'>HMDB30463</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07608'>C07608</a>
CPD-22279		
CPD0-2038		
CPD-14064		
CPD-21273		
HYDROXYACETONE-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03505'>C03505</a>
CPD-14533		
CPD-18376		
CPD-21565		
CPD-743		
CPD-17885		
Z-nithiazine		
CPD-16936		
CPD-14818		
CPD-23407		
CPD-16938		
CPD-14466		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20409'>C20409</a>
CPD-11975		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19761'>C19761</a>
CPD-19223		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09674'>C09674</a>
CPD-9954	<a href='http://www.hmdb.ca/metabolites/HMDB01943'>HMDB01943</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02765'>C02765</a>
CPD-5804		
CPD-16935		
CPD-9832		
CPD-9226	<a href='http://www.hmdb.ca/metabolites/HMDB14628'>HMDB14628</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06950'>C06950</a>
CPD-7251		
CPD-9216	<a href='http://www.hmdb.ca/metabolites/HMDB33678'>HMDB33678</a>	
4-MALEYL-ACETOACETATE	<a href='http://www.hmdb.ca/metabolites/HMDB02052'>HMDB02052</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01036'>C01036</a>
MONOMER0-4342		
CPD-8853	<a href='http://www.hmdb.ca/metabolites/HMDB12992'>HMDB12992</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17756'>C17756</a>
CPD-15234		
CPD-7250		
CPD-23747		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11782'>C11782</a>
CPD-18928		
CPD-20729		
CPD0-1941		
CPD-18304		
H2CO3	<a href='http://www.hmdb.ca/metabolites/HMDB03538'>HMDB03538</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01353'>C01353</a>
CPD-15741		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09558'>C09558</a>
CPD-24738		
CPD-21536		
CPD-14815		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11816'>C11816</a>
CPD-24535		
VANILLYL-ALCOHOL	<a href='http://www.hmdb.ca/metabolites/HMDB32012'>HMDB32012</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06317'>C06317</a>
CPD-14462	<a href='http://www.hmdb.ca/metabolites/HMDB14465'>HMDB14465</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07798'>C07798</a>
CPD-24532		
CPD-23307		
CPD-12359		
CPD-24537		
CPD-11863		
CPD-9941	<a href='http://www.hmdb.ca/metabolites/HMDB34217'>HMDB34217</a>	
CPD-24533		
CPD-5621	<a href='http://www.hmdb.ca/metabolites/HMDB12296'>HMDB12296</a>	
CPD-9789		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16708'>C16708</a>
CPD-24685	<a href='http://www.hmdb.ca/metabolites/HMDB0004242'>HMDB0004242</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05964'>C05964</a>
CPD-9112	<a href='http://www.hmdb.ca/metabolites/HMDB13592'>HMDB13592</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06609'>C06609</a>
CPD-9213		
CPD-24534		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05963'>C05963</a>
4-CARBOXYBENZYL-ALCOHOL		
CPD-8675		
ALPHA11-ALPHA-EPOXY-15-HYDROXYTHROMBA	<a href='http://www.hmdb.ca/metabolites/HMDB03208'>HMDB03208</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02198'>C02198</a>
CPD-15132		
CPD-23455		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02343'>C02343</a>
CPD-18779		
D-MYO-INOSITOL-4-PHOSPHATE	<a href='http://www.hmdb.ca/metabolites/HMDB01313'>HMDB01313</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03546'>C03546</a>
CPD-21507		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09593'>C09593</a>
CPD0-1883		
CPD-6702		
CPD-20725		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09457'>C09457</a>
GAMMA-GLUTAMYL-PUTRESCINE	<a href='http://www.hmdb.ca/metabolites/HMDB12230'>HMDB12230</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15699'>C15699</a>
CPD-6746		
CPD-18301		
CPD-21454		
1-L-MYO-INOSITOL-1-P	<a href='http://www.hmdb.ca/metabolites/HMDB06814'>HMDB06814</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04006'>C04006</a>
CPD-17431		
TRICHLOROETHENE	<a href='http://www.hmdb.ca/metabolites/HMDB29593'>HMDB29593</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06790'>C06790</a>
D-MYO-INOSITOL-1-MONOPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/HMDB02985'>HMDB02985</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01177'>C01177</a>
CPD-16900		
CPD-22988		
CPD-6701		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06155'>C06155</a>
CPD-15043		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16725'>C16725</a>
CPD-11668		
CPD-180		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01283'>C01283</a>
CPD-14609		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02256'>C02256</a>
CPD-546	<a href='http://www.hmdb.ca/metabolites/HMDB00202'>HMDB00202</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02170'>C02170</a>
CPD-12855		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19794'>C19794</a>
CPD-14458		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07542'>C07542</a>
CPD-9024	<a href='http://www.hmdb.ca/metabolites/HMDB14581'>HMDB14581</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D00224'>D00224</a>
CPD-7167		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01294'>C01294</a>
CPD-12356		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09131'>C09131</a>
3-SULFINYL-PYRUVATE	<a href='http://www.hmdb.ca/metabolites/HMDB02332'>HMDB02332</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05527'>C05527</a>
CPD-21543		
CPD-9938	<a href='http://www.hmdb.ca/metabolites/HMDB29838'>HMDB29838</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06537'>C06537</a>
CPD-14905		
CPD-12856		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19799'>C19799</a>
CPD-9786		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16712'>C16712</a>
CPD-18740		
CPD-21544		
CPD-9183	<a href='http://www.hmdb.ca/metabolites/HMDB29846'>HMDB29846</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D08282'>D08282</a>
CPD0-1716		
CPD-12857		
CPD-8670	<a href='http://www.hmdb.ca/metabolites/HMDB12281'>HMDB12281</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08565'>C08565</a>
ETHANOL-AMINE	<a href='http://www.hmdb.ca/metabolites/HMDB00149'>HMDB00149</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00189'>C00189</a>
CPD-541	<a href='http://www.hmdb.ca/metabolites/HMDB11649'>HMDB11649</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01225'>C01225</a>
CPD-22974		
CPD-21336		
CPD-21444		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12454'>C12454</a>
TETRAHYDROPALMATINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02890'>C02890</a>
CPD-19604		
CPD-22823		
CPD-18297		
CPD-11552	<a href='http://www.hmdb.ca/metabolites/HMDB04083'>HMDB04083</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05645'>C05645</a>
CPD-17428		
CPD-512		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03731'>C03731</a>
2-OCTAPRENYL-6-HYDROXYPHENOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05811'>C05811</a>
CPD-16870	<a href='http://www.hmdb.ca/metabolites/HMDB33524'>HMDB33524</a>	
CPD-8966		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14510'>C14510</a>
CPD-9868		
CPD-14846		
3-METHYLXANTHINE	<a href='http://www.hmdb.ca/metabolites/HMDB01886'>HMDB01886</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16357'>C16357</a>
CPD-16523		
CPD-14514		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10168'>C10168</a>
CPD-14697		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21369'>C21369</a>
CPD-9854		
CPD-14389	<a href='http://www.hmdb.ca/metabolites/HMDB41836'>HMDB41836</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10847'>C10847</a>
CPD-18619		
CPD-9867		
CPD-255		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01769'>C01769</a>
CPD-12315		
CPD0-1678		
CPD-10353		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00810'>C00810</a>
CPD-9893		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06327'>C06327</a>
E-nithiazine		
CPD-394	<a href='http://www.hmdb.ca/metabolites/HMDB03661'>HMDB03661</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02723'>C02723</a>
CPD-9776	<a href='http://www.hmdb.ca/metabolites/HMDB15043'>HMDB15043</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01416'>C01416</a>
CPD-21140		
CPD-11972		
CPD-8986		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06176'>C06176</a>
SUCC-S-ALD	<a href='http://www.hmdb.ca/metabolites/HMDB01259'>HMDB01259</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00232'>C00232</a>
CPD-11965		
CPD-8657		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17752'>C17752</a>
CPD-11406		
AGMATHINE	<a href='http://www.hmdb.ca/metabolites/HMDB01432'>HMDB01432</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00179'>C00179</a>
CPD-22868		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11360'>C11360</a>
CPD-484		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03462'>C03462</a>
CPD2DNV-42		
CPD-21277		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16641'>C16641</a>
3-HYDROXY-ANTHRANILATE	<a href='http://www.hmdb.ca/metabolites/HMDB01476'>HMDB01476</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00632'>C00632</a>
CPD-11974		
CPD-18646		
CPD-14560		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20395'>C20395</a>
CPD-17911		
CPD-8858	<a href='http://www.hmdb.ca/metabolites/HMDB15627'>HMDB15627</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D01277'>D01277</a>
CPD-11967		
CPD-11963		
CPD-16781		
CPD-18526		
CPD2DNV-43		
CPD-14832		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21591'>C21591</a>
CPD0-1643		
CPD-19193		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01740'>C01740</a>
CPD-14471		
DIMETHYLSULFONIOACETATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03392'>C03392</a>
CPD-11971		
CPD-13905		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06047'>C06047</a>
CPD-21001		
CPD-11964		
CPD-11849		
SELENALYSINE		
CPD-9847		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06528'>C06528</a>
CPD-11247		
CPD-9424		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10138'>C10138</a>
CPD-4586	<a href='http://www.hmdb.ca/metabolites/HMDB33658'>HMDB33658</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20444'>C20444</a>
CPD-8917		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10772'>C10772</a>
3-7-DIMETHYLXANTHINE	<a href='http://www.hmdb.ca/metabolites/HMDB02825'>HMDB02825</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07480'>C07480</a>
CPD-8058		
CPD-8654	<a href='http://www.hmdb.ca/metabolites/HMDB29408'>HMDB29408</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08540'>C08540</a>
CPD-14445		
CPD-8048	<a href='http://www.hmdb.ca/metabolites/HMDB35321'>HMDB35321</a>	
CPD-22280		
CPD-8815		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14103'>C14103</a>
CPD-22515		
CPD-21274		
CPD-18343		
5-O-METHYL-MYO-INOSITOL	<a href='http://www.hmdb.ca/metabolites/HMDB31449'>HMDB31449</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03365'>C03365</a>
CPD-18377		
CPD0-1604		
CPD-8063		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05163'>C05163</a>
CPD-17886		
CPD-10220		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12210'>C12210</a>
CPD-8049	<a href='http://www.hmdb.ca/metabolites/HMDB32777'>HMDB32777</a>	
CPD-15800		
CPD-20950		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11118'>C11118</a>
CPD-8046	<a href='http://www.hmdb.ca/metabolites/HMDB34219'>HMDB34219</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03844'>C03844</a>
CPD-14829		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21588'>C21588</a>
DIHYDROSANGUINARINE	<a href='http://www.hmdb.ca/metabolites/HMDB30176'>HMDB30176</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05191'>C05191</a>
CPD-10816		
CPD-14467		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20437'>C20437</a>
S-METHYLTHIOGLYCOLATE	<a href='http://www.hmdb.ca/metabolites/HMDB35646'>HMDB35646</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03173'>C03173</a>
1-METHYL-MYO-INOSITOL	<a href='http://www.hmdb.ca/metabolites/HMDB31437'>HMDB31437</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03659'>C03659</a>
CPD-11598		
CPD-1096		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03537'>C03537</a>
CPD-8064		
CPD-9833		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16846'>C16846</a>
CPD-4504		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18787'>C18787</a>
CPD-8056	<a href='http://www.hmdb.ca/metabolites/HMDB34221'>HMDB34221</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08257'>C08257</a>
CPD-9217	<a href='http://www.hmdb.ca/metabolites/HMDB03236'>HMDB03236</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06543'>C06543</a>
23-PENTANEDIONE	<a href='http://www.hmdb.ca/metabolites/HMDB31598'>HMDB31598</a>	
CPD-8047	<a href='http://www.hmdb.ca/metabolites/HMDB39475'>HMDB39475</a>	
CPD-8854		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17757'>C17757</a>
CPD-14360		
CPD-1701		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03660'>C03660</a>
CPD-8651	<a href='http://www.hmdb.ca/metabolites/HMDB29842'>HMDB29842</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08538'>C08538</a>
CPD-8586		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01599'>C01599</a>
4-METHYL-MYO-INOSITOL	<a href='http://www.hmdb.ca/metabolites/HMDB29915'>HMDB29915</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06352'>C06352</a>
CPD-22271		
CPD-18328		
CPD-14768		
CPD-20957		
CPD0-1558		
CPD-1105		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01214'>C01214</a>
CPD-18325		
CPD-10137		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06592'>C06592</a>
D-1-GUANIDINO-3-AMINO-13-DIDEOXY-SCYLLO		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01298'>C01298</a>
CPD-17881		
CPD-20830		
CPD-365		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20251'>C20251</a>
CPD-14816		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09390'>C09390</a>
DIETHYLAMINE	<a href='http://www.hmdb.ca/metabolites/HMDB41878'>HMDB41878</a>	
CPD-14808		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00691'>C00691</a>
CPD-14464		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20408'>C20408</a>
RISEDRONATE	<a href='http://www.hmdb.ca/metabolites/HMDB15022'>HMDB15022</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08233'>C08233</a>
CPD-1133		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04287'>C04287</a>
CPD-12363	<a href='http://www.hmdb.ca/metabolites/HMDB14834'>HMDB14834</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07544'>C07544</a>
CPD-10818		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20345'>C20345</a>
INDOL-YLACETYL-MYO-INOSITOL-ARABINOSIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04611'>C04611</a>
CPD-434		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02560'>C02560</a>
CPD-7168		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04280'>C04280</a>
2-O-CAFFEOYLGLUCARATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03062'>C03062</a>
CPD-15236		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21643'>C21643</a>
CPD-14180		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20322'>C20322</a>
CPD-14767		
CPD-8198		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04698'>C04698</a>
D-1-GUANIDINO-1-DEOXY-3-DEHYDRO-SCYLLO-I		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04673'>C04673</a>
CPD-1825	<a href='http://www.hmdb.ca/metabolites/HMDB12195'>HMDB12195</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03906'>C03906</a>
CPD-12826	<a href='http://www.hmdb.ca/metabolites/HMDB00121'>HMDB00121</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00504'>C00504</a>
CPD-165	<a href='http://www.hmdb.ca/metabolites/HMDB31182'>HMDB31182</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03868'>C03868</a>
CPD0-1506		
CPD-10094		
CPD-20577		
DEMETHYLMACROCIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02400'>C02400</a>
CPD-9006		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16141'>C16141</a>
QUINOLIN-34-DIOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06330'>C06330</a>
MYO-INOSITOL	<a href='http://www.hmdb.ca/metabolites/HMDB00211'>HMDB00211</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00137'>C00137</a>
CPD-10762		
CPD-8059		
CPD-4203		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16426'>C16426</a>
CPD-8053		
2-HYDROXYDAIDZEIN	<a href='http://www.hmdb.ca/metabolites/HMDB29372'>HMDB29372</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02495'>C02495</a>
CPD-8060		
CPD-14125		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01743'>C01743</a>
CPD-8054		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06152'>C06152</a>
CPD-7992		
CPD-9865	<a href='http://www.hmdb.ca/metabolites/HMDB60250'>HMDB60250</a>	
CPD-8050		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06153'>C06153</a>
CPD-18147		
CPD-9866		
CPD-8061		
CPD0-1483		
2-OCTAPRENYL-6-METHOXYPHENOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05812'>C05812</a>
CPD-8055	<a href='http://www.hmdb.ca/metabolites/HMDB34220'>HMDB34220</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06151'>C06151</a>
CPD-1004	<a href='http://www.hmdb.ca/metabolites/HMDB35268'>HMDB35268</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?c06578'>c06578</a>
CPD-9857		
CPD-8052		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06150'>C06150</a>
2-METHYLPROPANAL-OXIME		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03219'>C03219</a>
CPD-20473		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21732'>C21732</a>
CPD-4861		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20315'>C20315</a>
D-HAMAMELOSE-2-PHOSPHATE		
CPD-18791		
PYRAZOLE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00481'>C00481</a>
CPD-7079	<a href='http://www.hmdb.ca/metabolites/HMDB30090'>HMDB30090</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09833'>C09833</a>
CPD-17534		
CPD-3061	<a href='http://www.hmdb.ca/metabolites/HMDB29519'>HMDB29519</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09762'>C09762</a>
CPD-10671		
CPD-19294		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09614'>C09614</a>
CPD-4022		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18774'>C18774</a>
CPD-7214		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05911'>C05911</a>
2-CHLOROETHYLAMINE		
CPD-6991	<a href='http://www.hmdb.ca/metabolites/HMDB30808'>HMDB30808</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09827'>C09827</a>
CPD-14077		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21075'>C21075</a>
CPD-19295		
CPD-7846		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06163'>C06163</a>
CPD-7072	<a href='http://www.hmdb.ca/metabolites/HMDB05782'>HMDB05782</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01709'>C01709</a>
CPD-17974		
CPD-2043		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02099'>C02099</a>
CPD0-1437		
VESTITONE	<a href='http://www.hmdb.ca/metabolites/HMDB31620'>HMDB31620</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00786'>C00786</a>
CODEINONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06171'>C06171</a>
2-HYDROXY-23-DIHYDRODAIDZEIN	<a href='http://www.hmdb.ca/metabolites/HMDB33928'>HMDB33928</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03567'>C03567</a>
CPD-20320		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D05621'>D05621</a>
CPD-3630		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16228'>C16228</a>
CYCLOPENTANOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02020'>C02020</a>
KIEVITONE-CPD	<a href='http://www.hmdb.ca/metabolites/HMDB34213'>HMDB34213</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01590'>C01590</a>
POLYNEURIDINE-ALDEHYDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11632'>C11632</a>
6C-Glc-2-hydroxyeriodictyol		
CPD-10623		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12832'>C12832</a>
CPD-15088		
CPD-3747		
CPD-15091		
2-AMINO-3-OXO-4-PHOSPHONOOXYBUTYRATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07335'>C07335</a>
CPD-591	<a href='http://www.hmdb.ca/metabolites/HMDB02708'>HMDB02708</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05905'>C05905</a>
CPD-13943		
CPD-15003		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08727'>C08727</a>
CPD-7698		
CPD-7090	<a href='http://www.hmdb.ca/metabolites/HMDB03074'>HMDB03074</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05908'>C05908</a>
CPD-17764		
CPD-15052		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08726'>C08726</a>
CPD0-1400		
CPD-15048		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08575'>C08575</a>
CHLORITE	<a href='http://www.hmdb.ca/metabolites/HMDB02077'>HMDB02077</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01486'>C01486</a>
CPD-15050		
CPD-20205		
CPD-20391		
CPD8J2-3		
CPD-23015		
PHASEOLLIDIN-HYDRATE	<a href='http://www.hmdb.ca/metabolites/HMDB37922'>HMDB37922</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05229'>C05229</a>
CPD-23012		
CPD-10560		
CPD-23016		
CPD-359		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16594'>C16594</a>
CPD-23013		
16-EPIVELLOSIMINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11633'>C11633</a>
CPD-13788		
CPD-13867		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20184'>C20184</a>
L-GAMMA-GLUTAMYLCYSTEINE	<a href='http://www.hmdb.ca/metabolites/HMDB01049'>HMDB01049</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00669'>C00669</a>
CPD-7649	<a href='http://www.hmdb.ca/metabolites/HMDB06275'>HMDB06275</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13690'>C13690</a>
CPD-23014		
CPD-17687		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18489'>C18489</a>
CPD-10369		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15691'>C15691</a>
CPD0-1328		
CPD-10368		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15692'>C15692</a>
CAPSANTHIN	<a href='http://www.hmdb.ca/metabolites/HMDB36590'>HMDB36590</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08584'>C08584</a>
CPD-23975		
CPD-20001		
CPD-23971		
CPD66-17	<a href='http://www.hmdb.ca/metabolites/HMDB05007'>HMDB05007</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D00434'>D00434</a>
CPD-12082	<a href='http://www.hmdb.ca/metabolites/HMDB01035'>HMDB01035</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02135'>C02135</a>
OXIDIZED-DITHIOTHREITOL	<a href='http://www.hmdb.ca/metabolites/HMDB59664'>HMDB59664</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01119'>C01119</a>
CPD-23976		
CPD-10354		
CPD-23973		
CPD-343		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04349'>C04349</a>
CPD-12083		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15850'>C15850</a>
12-DIDECANOYLGLYCEROL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03199'>C03199</a>
CPD-23974		
