Compound	HMDB	Kegg
CPD-8242	<a href='http://www.hmdb.ca/metabolites/HMDB36164'>HMDB36164</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09750'>C09750</a>
CPD-11637		
CPD-398		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03914'>C03914</a>
3-CYANOPYRIDINE		
CPD-4661	<a href='http://www.hmdb.ca/metabolites/HMDB02352'>HMDB02352</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09627'>C09627</a>
CPD-54	<a href='http://www.hmdb.ca/metabolites/HMDB03929'>HMDB03929</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05239'>C05239</a>
CPD-20765		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21894'>C21894</a>
CPD-8861		
CPD-21400		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17915'>C17915</a>
CPD-9012		
CPD-11665		
CPD-21650		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C22015'>C22015</a>
CPD-20225		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21705'>C21705</a>
3-OXOPIMELOYL-COA	<a href='http://www.hmdb.ca/metabolites/HMDB12158'>HMDB12158</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06715'>C06715</a>
3-METHYLENEOXINDOLE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02796'>C02796</a>
CPD-13056		
CPD-20154		
CPD-14792		
INDOLE_ACETALDEHYDE	<a href='http://www.hmdb.ca/metabolites/HMDB01190'>HMDB01190</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00637'>C00637</a>
CPD-603	<a href='http://www.hmdb.ca/metabolites/HMDB60245'>HMDB60245</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02512'>C02512</a>
CPD-20097		
CPD-18690		
CPD-237	<a href='http://www.hmdb.ca/metabolites/HMDB29739'>HMDB29739</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02693'>C02693</a>
CPD-21440		
CPD-20080		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21676'>C21676</a>
CPD0-1692		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10955'>C10955</a>
CPD-18142		
CPD-12634		
CPD-18498		
ERGOSTA-ETCETERA-BETA-DIOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04416'>C04416</a>
CPD-12374		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17938'>C17938</a>
RICININE	<a href='http://www.hmdb.ca/metabolites/HMDB42006'>HMDB42006</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01526'>C01526</a>
CPD-15031		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20486'>C20486</a>
CPD-21286		
INDOLE-3-KETOL	<a href='http://www.hmdb.ca/metabolites/HMDB38628'>HMDB38628</a>	
CPD-22485		
CPD-13864		
TAXUYUNNANIN-C		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15537'>C15537</a>
CPD-23656		
CPD-20541		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04273'>C04273</a>
CPD-13268		
CPD-11495	<a href='http://www.hmdb.ca/metabolites/HMDB00669'>HMDB00669</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05852'>C05852</a>
CPD-18139		
CPD-1042	<a href='http://www.hmdb.ca/metabolites/HMDB60471'>HMDB60471</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05143'>C05143</a>
CPD-11984		
CPD-5001	<a href='http://www.hmdb.ca/metabolites/HMDB36763'>HMDB36763</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11876'>C11876</a>
CPD-12053		
CPD-11399		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09705'>C09705</a>
CPD-8882		
INDOLE-3-GLYCOL		
CPD-9411		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19676'>C19676</a>
3-KETO-L-GULONATE	<a href='http://www.hmdb.ca/metabolites/HMDB06334'>HMDB06334</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00618'>C00618</a>
CPD-16967		
CPD-8800		
CPD-14631		
CPD-12019		
CPD-8764	<a href='http://www.hmdb.ca/metabolites/HMDB36066'>HMDB36066</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09665'>C09665</a>
CPD-18552		
N-ACETYL-SEROTONIN	<a href='http://www.hmdb.ca/metabolites/HMDB01238'>HMDB01238</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00978'>C00978</a>
CPD-8738		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19749'>C19749</a>
CPD0-1661		
CPD-8913	<a href='http://www.hmdb.ca/metabolites/HMDB29740'>HMDB29740</a>	
CPD-8239		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09666'>C09666</a>
DMSO	<a href='http://www.hmdb.ca/metabolites/HMDB02151'>HMDB02151</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11143'>C11143</a>
CPD-21175		
CPD-7554		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16028'>C16028</a>
CPD-21077		
CPD-12015	<a href='http://www.hmdb.ca/metabolites/HMDB41815'>HMDB41815</a>	
CPD-17739		
CPD-22153		
SS-DIMETHYL-BETA-PROPIOTHETIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04022'>C04022</a>
5-HYDROXYINDOLE_ACETATE	<a href='http://www.hmdb.ca/metabolites/HMDB00763'>HMDB00763</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05635'>C05635</a>
CPD-17736	<a href='http://www.hmdb.ca/metabolites/HMDB14661'>HMDB14661</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D07626'>D07626</a>
CPD-20914		
CPD-1131		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03057'>C03057</a>
ISATIN	<a href='http://www.hmdb.ca/metabolites/HMDB61933'>HMDB61933</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11129'>C11129</a>
CPD-17740		
CPD-20169		
CPD-4681		
DIOXINDOLE-3-ACETATE		
CPD-17737	<a href='http://www.hmdb.ca/metabolites/HMDB15272'>HMDB15272</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D08218'>D08218</a>
CPD-20151		
3-ENOLPYRUVYL-SHIKIMATE-5P		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01269'>C01269</a>
CPD-6361	<a href='http://www.hmdb.ca/metabolites/HMDB61918'>HMDB61918</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12312'>C12312</a>
CPD-17734		
CPD-20094		
CPD-14532		
CPD-20769		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21893'>C21893</a>
CPD-17738		
CPD-8827		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12836'>C12836</a>
CPD-16174	<a href='http://www.hmdb.ca/metabolites/HMDB59805'>HMDB59805</a>	
CPD-19224		
CPD-17735	<a href='http://www.hmdb.ca/metabolites/HMDB14506'>HMDB14506</a>	
CPD-18384		
CPD-18454		
CPD-11671	<a href='http://www.hmdb.ca/metabolites/HMDB01855'>HMDB01855</a>	
CPD-22517		
CPD-14799		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20478'>C20478</a>
CPD0-1624		
3-METHYLOXINDOLE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02366'>C02366</a>
CPD-7658	<a href='http://www.hmdb.ca/metabolites/HMDB15516'>HMDB15516</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07884'>C07884</a>
CPD-13861		
CPD-10256	<a href='http://www.hmdb.ca/metabolites/HMDB38533'>HMDB38533</a>	
CPD-243		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02775'>C02775</a>
CPD-7659	<a href='http://www.hmdb.ca/metabolites/HMDB12128'>HMDB12128</a>	
CPD-11981		
DIISOPROPYL-FLUOROPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/HMDB14815'>HMDB14815</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00202'>C00202</a>
CPD-18144		
CPD-11377	<a href='http://www.hmdb.ca/metabolites/HMDB34939'>HMDB34939</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19736'>C19736</a>
CPD-20970		
CPD-13298		
CPDMETA-13643		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20405'>C20405</a>
SALUTARIDINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05179'>C05179</a>
3-INDOLEGLYOXAL		
CPD-9338		
CPD-11172		
INDOLE-PROPIONATE	<a href='http://www.hmdb.ca/metabolites/HMDB02302'>HMDB02302</a>	
CPD-8797		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21679'>C21679</a>
CPD-4543	<a href='http://www.hmdb.ca/metabolites/HMDB12224'>HMDB12224</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13766'>C13766</a>
CPD-23660		
CPD-18815		
CPD-8761		
26-DIFLUORO-4-HYDROXYPHENYLPYRUVATE		
CPD-18140		
CPD0-2629		
CPD-8733		
CPD-14423		
CPD-12164		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04229'>C04229</a>
CPD-20894		
CPD-8236		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20724'>C20724</a>
CPD-87		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04484'>C04484</a>
2-OXINDOLE-3-ACETIC-ACID	<a href='http://www.hmdb.ca/metabolites/HMDB35514'>HMDB35514</a>	
CPD-19542		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07512'>C07512</a>
CPD-4745	<a href='http://www.hmdb.ca/metabolites/HMDB35593'>HMDB35593</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09715'>C09715</a>
CPD-18338		
INDOLE-3-GLYCOLATE		
CPD0-2630		
CPD-21667		
CPD0-1588		
CPD-23654		
CPD-20896		
CPD-20911		
CPD-10185	<a href='http://www.hmdb.ca/metabolites/HMDB33956'>HMDB33956</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14430'>C14430</a>
CPD-18137		
CPD-20888		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D07666'>D07666</a>
CPD-20165		
CPD-20926		
CPD-12020	<a href='http://www.hmdb.ca/metabolites/HMDB04096'>HMDB04096</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05660'>C05660</a>
CPD-20897		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07420'>C07420</a>
CPD-20148		
DIHYDROCHELIRUBINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05194'>C05194</a>
SKATOLE	<a href='http://www.hmdb.ca/metabolites/HMDB00466'>HMDB00466</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08313'>C08313</a>
CPD-20889		
CPD-20145		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09688'>C09688</a>
S-ADENOSYLMETHIONINAMINE	<a href='http://www.hmdb.ca/metabolites/HMDB00988'>HMDB00988</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01137'>C01137</a>
CPD-8914	<a href='http://www.hmdb.ca/metabolites/HMDB38456'>HMDB38456</a>	
CYCLOARTENOL	<a href='http://www.hmdb.ca/metabolites/HMDB36591'>HMDB36591</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01902'>C01902</a>
CPD-20091		
CPD-10887	<a href='http://www.hmdb.ca/metabolites/HMDB14526'>HMDB14526</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01453'>C01453</a>
CPD-21648		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02040'>C02040</a>
CPD-331		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02513'>C02513</a>
CPD-18598		
CPD-4482		
CPD-12017	<a href='http://www.hmdb.ca/metabolites/HMDB60834'>HMDB60834</a>	
CPD-19067		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20839'>C20839</a>
CPD-18381		
20A-20B-DIHYDROXY-CHOLESTEROL	<a href='http://www.hmdb.ca/metabolites/HMDB06763'>HMDB06763</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05501'>C05501</a>
56-DIHYDROXYINDOLE-2-CARBOXYLATE	<a href='http://www.hmdb.ca/metabolites/HMDB01253'>HMDB01253</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04185'>C04185</a>
CPD-15501		
CPD-14796		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20476'>C20476</a>
CPD-14323		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21132'>C21132</a>
L-DOPACHROME	<a href='http://www.hmdb.ca/metabolites/HMDB01430'>HMDB01430</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01693'>C01693</a>
CPD-13739		
CPD-13786		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19974'>C19974</a>
CPD-85	<a href='http://www.hmdb.ca/metabolites/HMDB12134'>HMDB12134</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15606'>C15606</a>
CPD-6362		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11130'>C11130</a>
CPD-12159		
CPD-13616		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19938'>C19938</a>
CPD-18305		
CPD-20798		
CPD-8895		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15992'>C15992</a>
CPD-12891		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19734'>C19734</a>
CPD0-1537		
CPD-11674		
CPD-286		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03588'>C03588</a>
CPD-11504	<a href='http://www.hmdb.ca/metabolites/HMDB34997'>HMDB34997</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09723'>C09723</a>
CPD-10120		
INDOLE_PYRUVATE	<a href='http://www.hmdb.ca/metabolites/HMDB60484'>HMDB60484</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00331'>C00331</a>
CPD-18747		
CPD-10759	<a href='http://www.hmdb.ca/metabolites/HMDB36197'>HMDB36197</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09621'>C09621</a>
CPD-20632		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D00563'>D00563</a>
CPDQT-264		
CPD-15471		
CPD-9959		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16269'>C16269</a>
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01304'>C01304</a>
CPD-13700		
CPD-8812	<a href='http://www.hmdb.ca/metabolites/HMDB36004'>HMDB36004</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17505'>C17505</a>
R-COCLAURINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06349'>C06349</a>
CPD-1082	<a href='http://www.hmdb.ca/metabolites/HMDB11182'>HMDB11182</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03091'>C03091</a>
CPD-8794		
CPD-10790		
CPD-7237	<a href='http://www.hmdb.ca/metabolites/HMDB02197'>HMDB02197</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17339'>C17339</a>
CPD-8751		
CPD-423	<a href='http://www.hmdb.ca/metabolites/HMDB32175'>HMDB32175</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03141'>C03141</a>
CPD-24476		
CPD-8730		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16829'>C16829</a>
2-MERCAPTOETHANOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00928'>C00928</a>
INDOLE	<a href='http://www.hmdb.ca/metabolites/HMDB00738'>HMDB00738</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00463'>C00463</a>
CPD-16857		
CPD-8233	<a href='http://www.hmdb.ca/metabolites/HMDB36467'>HMDB36467</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09684'>C09684</a>
CPD-14155		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17583'>C17583</a>
CPD-21500		
CPD-15440		
CPD-4742		
CPD-809		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06555'>C06555</a>
CPD-23636		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08302'>C08302</a>
CPD-13697		
CPD-21664		
CPD-18226		
CPD-10523		
CPD-10553		
CPD-20470		
CPD0-1496		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11906'>C11906</a>
CPD-517	<a href='http://www.hmdb.ca/metabolites/HMDB62779'>HMDB62779</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02822'>C02822</a>
CPD-20162		
CPD-10085		
CPD-23360		
CPD-22708		
CPD-20142		
CPD-20527		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07463'>C07463</a>
CPD-16464		
CPD-19654		
CPD-20088		
DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01286'>C01286</a>
CPD-13888		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21304'>C21304</a>
CPD-19651		
CPD-18510		
QUESTIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01448'>C01448</a>
CPD-13694		
CPD-7607		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19152'>C19152</a>
CPD-1722	<a href='http://www.hmdb.ca/metabolites/HMDB35084'>HMDB35084</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06394'>C06394</a>
CPD-10732		
CORTOLONE	<a href='http://www.hmdb.ca/metabolites/HMDB03128'>HMDB03128</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05481'>C05481</a>
CPD-19655		
CPD-14376		
CPD-413		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03156'>C03156</a>
CPD-4101	<a href='http://www.hmdb.ca/metabolites/HMDB06846'>HMDB06846</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11522'>C11522</a>
CPD-19652		
CPD-13402		
2-HEXAPRENYL-3-METHYL-5-HYDROXY-6-METHOX	<a href='http://www.hmdb.ca/metabolites/HMDB12146'>HMDB12146</a>	
CPD-23238		
CPD-10333		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19153'>C19153</a>
CPD-12881		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19738'>C19738</a>
CPD-14102	<a href='http://www.hmdb.ca/metabolites/HMDB13742'>HMDB13742</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20441'>C20441</a>
CPD-15605		
OX-COENZYME-F420		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00876'>C00876</a>
CPD-11432		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09664'>C09664</a>
CPD-7965		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08641'>C08641</a>
CPD-13751		
CPD-22327		
CPD-10756		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18245'>C18245</a>
CPD-18073		
CPD-13689		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21076'>C21076</a>
CPD-19653		
CPD-9527		
CPD0-1470		
11-DEOXY-CORTISOL	<a href='http://www.hmdb.ca/metabolites/HMDB00015'>HMDB00015</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05488'>C05488</a>
CPD-19650		
CPD-8808		
CPD-10016	<a href='http://www.hmdb.ca/metabolites/HMDB15002'>HMDB15002</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01375'>C01375</a>
CPD-345	<a href='http://www.hmdb.ca/metabolites/HMDB00400'>HMDB00400</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01292'>C01292</a>
CPD-8791		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20273'>C20273</a>
CPD-20440		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09177'>C09177</a>
CPD-19068		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21305'>C21305</a>
CPD-8748	<a href='http://www.hmdb.ca/metabolites/HMDB37060'>HMDB37060</a>	
D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	<a href='http://www.hmdb.ca/metabolites/HMDB12208'>HMDB12208</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04666'>C04666</a>
CPD-15505		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16498'>C16498</a>
CPD-7629		
CPD-8246	<a href='http://www.hmdb.ca/metabolites/HMDB35992'>HMDB35992</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16775'>C16775</a>
PROPIONYL-P		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02876'>C02876</a>
CPD-13742		
CPD-17181		
CPD-7989	<a href='http://www.hmdb.ca/metabolites/HMDB35688'>HMDB35688</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17277'>C17277</a>
CPD-10649		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15220'>C15220</a>
CPD-12162		
methanofuran-d		
CPD-4703		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12142'>C12142</a>
CPD-3921	<a href='http://www.hmdb.ca/metabolites/HMDB33567'>HMDB33567</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04277'>C04277</a>
CPD-8896	<a href='http://www.hmdb.ca/metabolites/HMDB03990'>HMDB03990</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05425'>C05425</a>
CPD-17182		
CPD-21656		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C22045'>C22045</a>
2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11434'>C11434</a>
CPD-287	<a href='http://www.hmdb.ca/metabolites/HMDB06758'>HMDB06758</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05469'>C05469</a>
CPD-7628		
CPD-20253		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09698'>C09698</a>
CPD-14016	<a href='http://www.hmdb.ca/metabolites/HMDB35417'>HMDB35417</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20243'>C20243</a>
CPD-18759		
CPD-20158		
CPD-7737		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01278'>C01278</a>
CPD-15472		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20678'>C20678</a>
CPD-20136		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21693'>C21693</a>
CPD-17902		
CPD-13737		
CPD-22843		
CPD-20085		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21685'>C21685</a>
CPD0-1426		
CPD-1085	<a href='http://www.hmdb.ca/metabolites/HMDB00312'>HMDB00312</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04661'>C04661</a>
CPD-22842		
CPD-18505		
CIS-CIS-MUCONATE	<a href='http://www.hmdb.ca/metabolites/HMDB06331'>HMDB06331</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02480'>C02480</a>
CPD-8481		
CPD-734	<a href='http://www.hmdb.ca/metabolites/HMDB32797'>HMDB32797</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08491'>C08491</a>
CPD-16766		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07609'>C07609</a>
CPD-20276		
CPD-266	<a href='http://www.hmdb.ca/metabolites/HMDB01496'>HMDB01496</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03594'>C03594</a>
CPD-5941		
CPD-13875		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20177'>C20177</a>
CROTONO-BETAINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04114'>C04114</a>
CPD-1836	<a href='http://www.hmdb.ca/metabolites/HMDB03873'>HMDB03873</a>	
CPD-5943		
CPD-13626		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C22012'>C22012</a>
PHORBOL-13-BUTANOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03019'>C03019</a>
CPD-15469	<a href='http://www.hmdb.ca/metabolites/HMDB34062'>HMDB34062</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08907'>C08907</a>
CPD-731		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16317'>C16317</a>
CPD-12460		
CPD-10591	<a href='http://www.hmdb.ca/metabolites/HMDB06896'>HMDB06896</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?c05449'>c05449</a>
CPD-13698		
CPD-12621		
CPD-11421	<a href='http://www.hmdb.ca/metabolites/HMDB36667'>HMDB36667</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20262'>C20262</a>
CPD-3703		
CPD-1077		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03935'>C03935</a>
CPD-9567		
ARISTOLOCHENE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02004'>C02004</a>
2-3-DIHYDRODIPICOLINATE	<a href='http://www.hmdb.ca/metabolites/HMDB12247'>HMDB12247</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03340'>C03340</a>
CPD-696		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08830'>C08830</a>
CPD-9524		
CPD-13911		
CPD-23362		
CPD-8804		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20275'>C20275</a>
CPD-7669	<a href='http://www.hmdb.ca/metabolites/HMDB01859'>HMDB01859</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06804'>C06804</a>
METHYL-GROUP		
CPD-16465		
FORMYL-GROUP		
CPD-8788	<a href='http://www.hmdb.ca/metabolites/HMDB38205'>HMDB38205</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16815'>C16815</a>
CPD-17730		
CPD-15438		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08897'>C08897</a>
AMINO-GROUP		
CPD-8745		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19747'>C19747</a>
CPD0-1359		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11256'>C11256</a>
CPD-13695		
PHOSPHATE-GROUP		
CPD-8243		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20180'>C20180</a>
CDP-N-METHYLETHANOLAMIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03486'>C03486</a>
CPD-10549	<a href='http://www.hmdb.ca/metabolites/HMDB15364'>HMDB15364</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15643'>C15643</a>
HYDROXYL-GROUP		
CPD-7559		
CPD-20104		
CPD-417		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02821'>C02821</a>
CARBONYL-GROUP		
CPD-4662		
CPD6666-2		
CPD-23330		
PYROPHOSPHATE-GROUP		
CPD-21651		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C22043'>C22043</a>
