Compound	HMDB	Kegg
CPD-19841		
CPD-13050	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36758</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19801</a>
CPD-17138		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20889</a>
CPD-9474		
CPD-6862		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02752</a>
CPD-6949	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35920</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08636</a>
CPD-14779		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02669</a>
CPD-18739	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34446</a>	
CPD-24184		
CPD-25877	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0006024</a>	
CPD-21324		
CPD-22603		
CPD-22620		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09980</a>
CPD-16622		
CPD-22288		
CPD-14493	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30094</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08619</a>
CPD-17155		
CPD-13880		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20187</a>
GLC-D-LACTONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00150</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00198</a>
CPD-13668		
CPD-14780		
CPD-13047		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08626</a>
CPD-360	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11676</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02266</a>
GERMANICOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19833</a>
CPD-11706		
CPD-9462		
CPD-8690		
CPD-23706		
GLYCEROL-3P	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00126</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00093</a>
CPD-21301		
CPD-20649		
SN-GLYCEROL-1-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00623</a>
CPD-16599		
CPD-7933		
CPD-23213		
CPD-14486	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35775</a>	
CPD-21297		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16319</a>
CPD-13877		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17966</a>
CPD-19046		
CPD-7930		
CPD-13286		
CPD-21302		
CPD-11533	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06836</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06083</a>
CPD-7919		
CPD-7911		
CPD-9913		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16146</a>
CPD-21298		
CPD-9459	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02364</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17148</a>
CPD-7908		
CPD-21299		
CPD-4182		
CPD-9436		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16521</a>
CPD-15633		
CPD-22762		
CPD-23214		
BRIJ97		
CPD-20475		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21734</a>
CPD-7931		
CPD-15881	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33815</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08887</a>
CPD-20703		
CPD-14289		
CPD-7920		
CPD-37		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04053</a>
CPD-13801		
CPD-7917		
CPD-13281		
CPD-7909		
D-TAGATURONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00558</a>
CPD-9910		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19841</a>
CPD-9892		
CPD-8482		
CPD-7905		
CPD-4161	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11181</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08813</a>
CPD-7932		
CPD-22130		
CPD-20704		
CPD-20420		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22113</a>
CPD-14266		
CPD-15243		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16973</a>
CPD-7929		
CPD-14262		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20435</a>
CPD-7918		
CPD-13798		
CPD-7910		
CPD-13278		
CPD-7906		
CPD-10307		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19828</a>
CPD-9481		
CPD-7609		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19733</a>
CPD-7928		
CPD-4125	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06851</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15782</a>
CPD-7916		
CPD-21331		
CPD-7921		
CPD-16626		
CPD-7922		
CPD-14498	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34511</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20946</a>
CPD-7915		
CPD-13885		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20194</a>
CPD-13794	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33934</a>	
CPD-13275	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36757</a>	
3-ALPHA-HYDROXYGLYCYRRHETINATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03930</a>
CPD-9475		
CPD-20659		
CPD-6950		
CPD-13313		
CPD-24186		
CPD-20660		
CPD-21325		
CPD-20653		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22055</a>
GAMMA-BUTYROBETAINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06831</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01181</a>
CPD-16623		
CPD-20661		
CPD-14494	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02391</a>	
CPD-20658		
CPD-25381		
CPD-13881		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20189</a>
CPD-10662		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20432</a>
CPD-13669		
CPD-16808		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20844</a>
CPD-13048		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20188</a>
GLYCYRRHIZINATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29843</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02284</a>
CARNITINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14721</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00318</a>
CPD-9470		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08950</a>
CPD-465	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01278</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03428</a>
NI+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02457</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19609</a>
CPD-8836		
CPD-23707		
CO+3		
CPD-21322		
MN+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01333</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19610</a>
CPD-22692		
CPD-16620		
AG+	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02659</a>	
CPD-14491	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36838</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08618</a>
FE+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00692</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14818</a>
CPD-15127		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16737</a>
CPD-13878		
CR+3	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00599</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19368</a>
CPD-13666		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19942</a>
CPD-19583		
3-PHENYLPROPIONATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00764</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05629</a>
CPD-11541		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19819</a>
PD+2		
CPDQT-50		
CPD-11991		
CPD-7559		
CPD-9460	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB40851</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08964</a>
MN+3		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19611</a>
CPD-4183		
CO+1		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19171</a>
CPD-22553		
CPD-22767		
FE+3	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12943</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14819</a>
CPD-20476		
CR+6		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19161</a>
CPD-14805		
CPD-16597		
CPD0-2009		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00150</a>
CPD-14483	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11628</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02283</a>
V+5	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02503</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06267</a>
PHOSPHO-ENOL-PYRUVATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00263</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00074</a>
CPD-13802		
CPD-1486		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06710</a>
CPD-13283		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19820</a>
MO+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01302</a>	
CPD-633	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00152</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00628</a>
CPD-10667	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34920</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08637</a>
CO+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00608</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00175</a>
CPD-9911		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16145</a>
FE+4		
CPD-22505		
CPD-90		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08628</a>
CU+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00657</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00070</a>
CPD-4162	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00937</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05442</a>
CR+2		
CPD-12673		
CPD-22131		
W+6	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01989</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00753</a>
CPD-20463		
CPD-19582		
L-PANTOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00522</a>
CPD-15879	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33802</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08888</a>
CPD-14263		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20411</a>
CPD-26162	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0033779</a>	
CPD-13799		
CPD-13279		
CPD-17785		
CPD-10308		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20200</a>
CPD-9483	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34551</a>	
CPD-11623		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19783</a>
CPD-7612		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19763</a>
CPD-4141		
GLUCONATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00625</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00257</a>
CPD-21332		
CPD-20243		
CPD-25853	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0000444</a>	
CPD-14499	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02360</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20945</a>
CPD-13796		
CPD-16810		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20845</a>
CPD-13276		
CPD-10263		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19832</a>
CPD-10468	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB37115</a>	
CPD-9476		
CPD-6951		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19863</a>
CPDQT-331	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB41280</a>	
CPD-21326		
CPD-16624		
CPD-23470		
CPD-14495		
CPD-13882		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20191</a>
CPD-15518	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01923</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01517</a>
CPD-13670		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20510</a>
CPD-13049		
ALLANTOATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01209</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00499</a>
SQUALENE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00256</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00751</a>
CPD-9472		
CPD-7972		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08582</a>
CPD-6948		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08616</a>
CPD-23708		
CPD-18407		
CPD-22559		
CPD-21323		
CPD-18431		
CPD-16621		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21820</a>
CPD-41		
CPD-14806		
CPD-14492		
CPD-13667		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19943</a>
3-HYDROXYPHENYL-PROPIONATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00375</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11457</a>
CPD-24901		
PICOLINATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02243</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10164</a>
CPD-67	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00816</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00988</a>
CPD-22506		
CPD-7282	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11637</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15516</a>
CPD-12709		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06108</a>
CPD-18826	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00361</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17660</a>
CHOLANATE2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00391</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04643</a>
OROTATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00226</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00295</a>
CPD-3743	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00036</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05122</a>
CPD-18798	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62742</a>	
CPD-26163		
TAUROLITHOCHOLATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00722</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02592</a>
CPD-25836		
CPD-21450		
CPD-16581	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00505</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17737</a>
GLYCODEOXYCHOLIC_ACID	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00631</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05464</a>
CPD-12218		
CPD-23247		
CPD-13676		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13154</a>
GLUCOSAMINATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03752</a>
GLYCOCHENODEOXYCHOLATE-7-SULFATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02496</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15559</a>
CPD-20995		
CPD-25855		
CPD-12451	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00419</a>	
CPD-7283	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00951</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05465</a>
CPD-16877		
CPD-19689		
CHOLATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00619</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00695</a>
CPD0-2134		
CPD-10470		
CPD-7235	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00761</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03990</a>
CPD0-2229		
CPD-18799	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00874</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16868</a>
GLYCEROPHOSPHOGLYCEROL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03274</a>
D-MANNONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00514</a>
TAUROLITHOCHOLATE-SULFATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02580</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03642</a>
L-1-GLYCERO-PHOSPHORYLCHOLINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D07349</a>
CPD-25837		
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00114</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01233</a>
CPD-24803		
CPD-18796		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17661</a>
CPD0-2030		
GLYCOLITHOCHOLATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00698</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15557</a>
CPD-16182		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20888</a>
CPD-24303		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17646</a>
CPD-13677		
BETAINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00043</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00719</a>
GLYCOCHENODEOXYCHOLIC_ACID	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00637</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05466</a>
B-DXYL-PEN-1:5		
CPD-21810		
B-XXYL-PEN-1:5		
CPD-8686		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16322</a>
CPD-12452		
A-DXYL-PEN-1:5		
CPD-7284	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00733</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15517</a>
X-DXYL-PEN-1:5		
CPD-22561		
CPD-19690		
A-LXYL-PEN-1:5		
CPD-10534	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00946</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07880</a>
X-PEN-1:5		
CPD-14807		
CPD-7236	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00811</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15515</a>
B-PEN-1:4		
CPD-18825	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62796</a>	
B-PEN-1:5		
3-HYDROXYPHENYLACETATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00440</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05593</a>
CPD-25857		
X-PEN-1:4		
CPD-18797	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00717</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17658</a>
CPD-7077	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01470</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08279</a>
GLYCOLITHOCHOLATE-3-SULFATES	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02639</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11301</a>
CPD-25829		
CPD-22516		
CPD-15189	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00518</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02528</a>
GLYCOCHOLIC_ACID	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00138</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01921</a>
CPD-14601	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15159</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20380</a>
CPD-23245		
CPD-12457		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05463</a>
PHENYLACETATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00209</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07086</a>
DEOXYCHOLATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00626</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04483</a>
CPD-19691		
CPD-376		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01053</a>
CPD-12450	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00917</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17644</a>
CPD-21501		
CHOCOLA_A	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03648</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02588</a>
CPD-12444		
CPD-16805		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16890</a>
GLYCOLLATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00115</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00160</a>
5-BETA-SCYMNOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16260</a>
ALPHA-METHYL-5-ALPHA-ERGOSTA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06928</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11508</a>
CPD-25869	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0002222</a>	
CPD-22502		
CPD-17342		
CPD-17463	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00423</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10447</a>
CPD-17339		
CPD-17343		
CPD-15860		
CPD-11591		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18217</a>
CPD-17340		
GSH-Group		
CPD-17336		
CPD-15861		
CPD-22501		
PHOSPHOPANTOTHEINE-GROUP		
CPD-17341		
CPD-17716		
CPD-17337		
COA-GROUP		
CPD-24511		
CPD-22536		
CPD-21964		
CPD-21961		
CPD-21958		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11313</a>
CPD-21962		
CPD-21959		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11314</a>
CPD-21956		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11311</a>
CPD-21963		
CPD-21960		
CPD-21957		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11312</a>
CPD-18070		
CPD-15942	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15418</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12662</a>
CPD-13827		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11990</a>
CPD-22039		
CPD-17211	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14819</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06573</a>
CPD-17312	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62235</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16169</a>
CPD-15934		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15685</a>
CPD-22011		
CPD-13824		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18847</a>
CPD-18492	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60308</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16387</a>
CPD-17208		
CPD-17385	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62241</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16168</a>
CPD-13983		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01754</a>
CPD-22053		
CPD-19875		
CPD-13821		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18846</a>
CPD-17332		
OLEANDOMYCIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01946</a>
CPD-22046		
MONOMER-124152		
CPD-15866	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31580</a>	
CPD-15998		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20741</a>
CPD-17328	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62249</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16171</a>
CPD-13946		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11989</a>
CPD-10280		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16529</a>
CPD1R65-6		
CPD-13809	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15342</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06912</a>
CPD-22015		
CPD-26192		
CPD-22003		
CPD-21453		
CPD-15960		
CPD-18489		
CPD-13833		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11995</a>
CPD1G-277	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06459</a>	
CPD-18285		
CPD-10321		
CPD-17382		
CPD-18261		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12102</a>
CPD-22049		
CPD-12132		
CPD-15949		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01339</a>
CPD-17329		
CPD-13830		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11994</a>
CPD-22020		
CPD-21687		
CPD-17212		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12155</a>
CPD-14269	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60237</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16532</a>
CPD-15935		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15678</a>
CPD-22007		
